Entity,Code,Year,Number of one-year-olds vaccinated with HepB3,"Number of one-year-olds vaccinated with DTP containing vaccine, 3rd dose","Number of one-year-olds vaccinated with polio, 3rd dose",Population - Sex: all - Age: 0 - Variant: estimates,"Number of one-year-olds vaccinated with measles-containing vaccine, 1st dose",Number of one-year-olds vaccinated with Hib3,"Number of one-year-olds vaccinated with rubella-containing vaccine, 1st dose","Number of one-year-olds vaccinated with rotavirus, last dose",Number of one-year-olds vaccinated with BCG
Poland,POL,2014,365676,373295,358058,384202,369486,373295,369486,,350440
Portugal,PRT,2014,84448,84448,84448,82409,84448,84448,84448,,85309
Puerto Rico,PRI,2014,,,,30497,,,,,
Qatar,QAT,2014,21658,21658,24092,24521,24092,21658,24092,21902,21902
Reunion,REU,2014,,,,13377,,,,,
Romania,ROU,2014,186493,186493,186493,196909,176573,178557,176573,,194429
Russia,RUS,2014,1833390,1833390,1833390,1907832,1852291,,1852291,,1814489
Rwanda,RWA,2014,336168,336168,336168,355777,332738,336168,,336168,339599
Saint Barthelemy,BLM,2014,,,,96,,,,,
Saint Helena,SHN,2014,,,,53,,,,,
Saint Kitts and Nevis,KNA,2014,654,654,640,651,620,654,620,,660
Saint Lucia,LCA,2014,2107,2107,2107,2131,2107,2107,2107,,1894
Saint Martin (French part),MAF,2014,,,,626,,,,,
Saint Pierre and Miquelon,SPM,2014,,,,54,,,,,
Saint Vincent and the Grenadines,VCT,2014,1697,1697,1680,1696,1715,1697,1715,,1697
Samoa,WSM,2014,4836,4657,4537,5926,5074,4836,5074,,5492
San Marino,SMR,2014,263,266,266,319,257,260,257,,
Sao Tome and Principe,STP,2014,6241,6241,6241,6573,6043,6241,,,6241
Saudi Arabia,SAU,2014,634247,634247,634247,570724,634247,634247,634247,608360,634247
Senegal,SEN,2014,424577,424577,405495,488125,381642,424577,381642,,453200
Serbia,SRB,2014,65627,66341,66341,66641,61347,67054,61347,,69907
Seychelles,SYC,2014,1669,1669,1669,1650,1669,1669,1669,,1652
Sierra Leone,SLE,2014,189605,189605,189605,228761,182752,189605,,121073,205596
Singapore,SGP,2014,43111,43111,43111,46496,42662,38620,42662,,44458
Sint Maarten (Dutch part),SXM,2014,,,,473,,,,,
Slovakia,SVK,2014,54386,54386,54386,55344,54386,54386,54386,,
Slovenia,SVN,2014,,20853,20853,21122,20634,20853,20634,,
Small island developing states (SIDS),,2014,,,,1257834,,,,,
Solomon Islands,SLB,2014,14549,14549,14738,19610,14360,14549,14360,,15305
Somalia,SOM,2014,225894,225894,252786,586521,247407,225894,,,199002
South Africa,ZAF,2014,982740,982740,982740,1168034,971179,982740,,982740,1075233
South Korea,KOR,2014,446907,446907,446907,435565,446907,437878,446907,,446907
South Sudan,SSD,2014,,199269,207240,399223,219196,,,,219196
Spain,ESP,2014,422164,426561,426561,423015,422164,422164,422164,,
Sri Lanka,LKA,2014,352838,352838,352838,356828,352838,352838,352838,,352838
Sudan,SDN,2014,1152077,1152077,1152077,1316789,1054028,1152077,,1054028,1164333
Suriname,SUR,2014,7666,7666,8206,11235,7558,7666,7558,,
Sweden,SWE,2014,48583,112204,112204,114945,112204,112204,112204,,30075
Switzerland,CHE,2014,,79867,79867,82567,78203,79035,78203,,
Syria,SYR,2014,246855,225846,273116,493339,283620,225846,283620,,425431
Taiwan,TWN,2014,,,,191284,,,,,
Tajikistan,TJK,2014,235600,235600,228314,257648,238029,235600,238029,,238029
Tanzania,TZA,2014,1726763,1726763,1726763,1838031,1726763,1726763,1726763,1726763,1762366
Thailand,THA,2014,787226,787226,787226,776513,787226,,787226,,787226
Togo,TGO,2014,197206,197206,192511,248528,180772,197206,,65735,192511
Tokelau,TKL,2014,,,,32,,,,,
Tonga,TON,2014,2670,2670,2670,2739,2697,2670,2697,,2697
Trinidad and Tobago,TTO,2014,18675,18675,19081,18678,19487,18675,19487,,
Tunisia,TUN,2014,209761,209761,209761,221316,209761,209761,209761,,203340
Turkey,TUR,2014,1282532,1282532,1282532,1333258,1255813,1282532,1255813,,1269172
Turkmenistan,TKM,2014,136436,137843,137843,155459,139249,136436,139249,,139249
Turks and Caicos Islands,TCA,2014,,,,450,,,,,
Tuvalu,TUV,2014,230,230,230,252,243,230,243,,255
Uganda,UGA,2014,1162715,1162715,1066962,1386845,1162715,1162715,,,1244789
Ukraine,UKR,2014,111527,116596,228123,497276,283886,192637,283886,,197706
United Arab Emirates,ARE,2014,104917,104917,104917,91220,104917,104917,104917,59347,95379
United Kingdom,GBR,2014,,761910,761910,789240,745870,761910,745870,,
United States,USA,2014,3669906,3789577,3709796,3946052,3669906,3709796,3669906,2872100,
United States Virgin Islands,VIR,2014,,,,1366,,,,,
Upper-middle-income countries,,2014,,,,40574620,,,,,
Uruguay,URY,2014,45001,45001,45001,47429,45474,45001,45474,,46895
Uzbekistan,UZB,2014,646470,646470,646470,690028,646470,646470,646470,339560,646470
Vanuatu,VUT,2014,7282,7282,6774,8393,7620,7282,,,8044
Vatican,VAT,2014,,,,2,,,,,
Venezuela,VEN,2014,454210,454210,460034,570886,518266,454210,518266,442564,564851
Vietnam,VNM,2014,1433485,1433485,1448575,1640792,1463664,1433485,,,1448575
Wallis and Futuna,WLF,2014,,,,161,,,,,
Western Sahara,ESH,2014,,,,9011,,,,,
World,OWID_WRL,2014,113552564,117706926,117706926,141176144,116322138,76163305,62315431,24926172,123246075
Yemen,YEM,2014,645962,645962,592870,1025316,592870,645962,,504382,645962
Zambia,ZMB,2014,487294,487294,441964,580303,481628,487294,,413633,560955
Zimbabwe,ZWE,2014,422480,422480,427123,489361,427123,422480,,222847,459621
Afghanistan,AFG,2015,760167,760167,795800,1256168,736412,760167,,,902698
Africa (UN),,2015,,,,40644564,,,,,
Albania,ALB,2015,33730,33730,33730,36373,33049,33730,33049,,33730
Algeria,DZA,2015,902258,902258,902258,1007643,902258,902258,,,940248
American Samoa,ASM,2015,,,,977,,,,,
Americas (UN),,2015,,,,14792819,,,,,
Andorra,AND,2015,574,593,593,560,587,593,587,,
Angola,AGO,2015,586885,629567,661579,1112245,544202,586885,,426825,682920
Anguilla,AIA,2015,,,,149,,,,,
Antigua and Barbuda,ATG,2015,1085,1085,943,1101,997,1085,997,,
Argentina,ARG,2015,695292,695292,687895,763992,658308,695292,658308,451200,710085
Armenia,ARM,2015,41542,41542,42426,42150,42868,41542,42868,41100,43752
Aruba,ABW,2015,,,,1232,,,,,
Asia (UN),,2015,,,,76889504,,,,,
Australia,AUS,2015,288289,288289,288289,312074,294489,288289,294489,263490,
Austria,AUT,2015,76949,76949,76949,81911,79431,76949,79431,50472,
Azerbaijan,AZE,2015,179691,179691,183434,182006,183434,179691,183434,,183434
Bahamas,BHS,2015,4722,4722,4722,4977,4672,4722,4672,,
Bahrain,BHR,2015,20838,20838,20838,21282,21050,20838,21050,20625,
Bangladesh,BGD,2015,2889641,2889641,2889641,3119307,2860155,2889641,2860155,,2919127
Barbados,BRB,2015,2999,2999,2999,3267,2968,2999,2968,,
Belarus,BLR,2015,118206,118206,118206,118961,118206,10746,118206,,115818
Belgium,BEL,2015,122764,124016,124016,123592,120258,122764,120258,110237,
Belize,BLZ,2015,7185,7185,7185,7626,7338,7185,7338,,7491
Benin,BEN,2015,281965,281965,274344,417171,255293,281965,,,365793
Bermuda,BMU,2015,,,,593,,,,,
Bhutan,BTN,2015,12212,12212,12088,11678,11965,12212,11965,,12212
Bolivia,BOL,2015,226533,226533,223987,251875,241804,226533,241804,226533,251986
Bonaire Sint Eustatius and Saba,BES,2015,,,,249,,,,,
Bosnia and Herzegovina,BIH,2015,27039,27039,24401,29244,27368,25720,27368,,31325
Botswana,BWA,2015,54972,54972,55550,56340,56129,54972,,53236,56708
Brazil,BRA,2015,2820981,2820981,2879752,2920026,2820981,2820981,2820981,2762211,2909137
British Virgin Islands,VGB,2015,,,,361,,,,,
Brunei,BRN,2015,6932,6932,6932,6704,6722,6932,6722,,6932
Bulgaria,BGR,2015,61922,61248,61248,66377,61922,58556,61922,,64614
Burkina Faso,BFA,2015,627089,627089,627089,710202,606416,627089,468594,627089,675327
Burundi,BDI,2015,393041,393041,393041,445113,388860,393041,,401404,388860
Cambodia,KHM,2015,308591,308591,308591,367641,281757,308591,281757,,332071
Cameroon,CMR,2015,607893,607893,600100,806322,576719,607893,,475404,646860
Canada,CAN,2015,264987,349475,349475,384420,341795,349475,341795,,
Cape Verde,CPV,2015,9785,9681,9681,9146,9577,9785,9890,,9785
Cayman Islands,CYM,2015,,,,797,,,,,
Central African Republic,CAF,2015,78080,78080,92606,188161,83527,78080,,,116212
Chad,TCD,2015,242868,242868,300693,634960,265998,242868,,,404779
Chile,CHL,2015,231964,229572,229572,238368,229572,231964,229572,,222398
China,CHN,2015,18106833,18106833,18106833,17993664,18106833,,17375244,,18106833
Colombia,COL,2015,660570,660570,660570,694913,682347,660570,682347,660570,653311
Comoros,COM,2015,19866,19866,20085,22579,19648,19866,,,20521
Congo,COG,2015,134650,134650,134650,172314,134650,134650,,134650,143066
Cook Islands,COK,2015,306,306,306,273,306,306,306,,306
Costa Rica,CRI,2015,65884,65884,65884,70355,66600,65884,66600,,70897
Cote d'Ivoire,CIV,2015,613132,613132,597610,931482,519998,613132,,,620894
Croatia,HRV,2015,37183,37183,37183,37626,36787,37183,36787,,38765
Cuba,CUB,2015,122281,122281,122281,121960,122281,122281,122281,,122281
Curacao,CUW,2015,,,,2057,,,,,
Cyprus,CYP,2015,12719,12719,12719,13701,11801,12719,11801,,
Czechia,CZE,2015,105426,105426,105426,110340,107600,105426,107600,,
Democratic Republic of Congo,COD,2015,2147944,2147944,2117259,3290231,1994520,2147944,,,2424109
Denmark,DNK,2015,,52910,52910,57864,51772,52910,51772,,
Djibouti,DJI,2015,19181,19181,19181,23248,16897,19181,,19637,21007
Dominica,DMA,2015,873,873,873,922,855,873,855,,873
Dominican Republic,DOM,2015,168211,176518,180671,208840,186901,157828,186901,172364,205591
East Timor,TLS,2015,23622,23622,23312,32238,21757,23622,,,24555
Ecuador,ECU,2015,240161,240161,258635,297548,258635,240161,258635,240161,270951
Egypt,EGY,2015,2445125,2445125,2445125,2738359,2418834,2445125,2418834,,2524000
El Salvador,SLV,2015,104074,104074,105218,113899,108649,104074,108649,106361,113223
Equatorial Guinea,GNQ,2015,17112,17112,15829,47567,21390,17112,,,32941
Eritrea,ERI,2015,94434,94434,94434,92270,96422,94434,,95428,96422
Estonia,EST,2015,12473,12748,12748,13836,12748,12748,12748,8772,13022
Eswatini,SWZ,2015,27349,27349,25526,30043,27045,27349,,10940,29780
Ethiopia,ETH,2015,1991523,1991523,2370861,3295742,1770243,1991523,,1896689,2212804
Europe (UN),,2015,,,,7944638,,,,,
Falkland Islands,FLK,2015,,,,44,,,,,
Faroe Islands,FRO,2015,,,,638,,,,,
Fiji,FJI,2015,19278,19278,19278,19041,18694,19278,18694,19278,19278
Finland,FIN,2015,,56655,56655,56616,55487,56655,55487,53150,
France,FRA,2015,658566,725919,725919,723920,681017,718435,681017,,
French Guiana,GUF,2015,,,,6481,,,,,
French Polynesia,PYF,2015,,,,4032,,,,,
Gabon,GAB,2015,47427,47427,46834,61004,40313,47427,,,58098
Gambia,GMB,2015,78024,78024,77220,77028,78024,78024,,78024,78828
Georgia,GEO,2015,53021,53021,51329,60139,54149,49072,54149,40612,54149
Germany,DEU,2015,625995,669168,661972,733929,697949,654777,697949,482088,
Ghana,GHA,2015,755323,755323,755323,858864,763907,755323,763907,755323,832572
Gibraltar,GIB,2015,,,,430,,,,,
Greece,GRC,2015,89071,91854,91854,91660,89999,91854,89999,18556,
Greenland,GRL,2015,,,,801,,,,,
Grenada,GRD,2015,1894,1894,2038,1605,2038,1894,2038,,
Guadeloupe,GLP,2015,,,,5098,,,,,
Guam,GUM,2015,,,,3113,,,,,
Guatemala,GTM,2015,277681,277681,273714,407543,313383,277681,313383,297515,364952
Guernsey,GGY,2015,,,,590,,,,,
Guinea,GIN,2015,184097,184097,184097,415540,184097,184097,,,282020
Guinea-Bissau,GNB,2015,50791,50791,49019,59905,47247,50791,,,54334
Guyana,GUY,2015,14772,14772,14305,16587,15394,14772,15394,14927,15394
Haiti,HTI,2015,161310,161310,161310,255374,173912,161310,173912,146187,209199
High-income countries,,2015,,,,13140391,,,,,
Honduras,HND,2015,203153,203153,203153,218234,203153,203153,203153,205226,194861
Hong Kong,HKG,2015,,,,60206,,,,,
Hungary,HUN,2015,,90557,90557,92298,90557,90557,90557,,90557
Iceland,ISL,2015,,4005,4005,4240,4048,4005,4048,,
India,IND,2015,21149923,21149923,20906820,24342840,21149923,10939615,,,21149923
Indonesia,IDN,2015,4002325,4002325,4049972,4801501,4145266,4002325,,,4288206
Iran,IRN,2015,1500467,1500467,1500467,1542867,1515778,1500467,1515778,,1515778
Iraq,IRQ,2015,802575,802575,849786,1174986,837983,802575,896996,507511,1109443
Ireland,IRL,2015,61985,61985,61985,63867,60680,61985,60680,,50240
Isle of Man,IMN,2015,,,,803,,,,,
Israel,ISR,2015,160930,159253,159253,170135,164282,159253,164282,134108,
Italy,ITA,2015,470197,470197,470197,493531,429750,470197,429750,,
Jamaica,JAM,2015,35283,35283,35283,37000,35283,35283,35283,,38384
Japan,JPN,2015,,969539,999837,995235,969539,969539,969539,,848346
Jersey,JEY,2015,,,,1024,,,,,
Jordan,JOR,2015,233453,233453,233453,234832,221662,233453,226379,207514,231095
Kazakhstan,KAZ,2015,381242,381242,381242,404577,385132,381242,385132,,369571
Kenya,KEN,2015,1207635,1207635,1126221,1406957,1302617,1207635,,895549,1180497
Kiribati,KIR,2015,2667,2537,2602,3245,2732,2667,2732,1203,2569
Kosovo,OWID_KOS,2015,,,,26305,,,,,
Kuwait,KWT,2015,63422,63422,63422,60365,59579,63422,59579,,63422
Kyrgyzstan,KGZ,2015,157896,157896,157896,152250,161151,157896,161151,,157896
Land-locked developing countries (LLDC),,2015,,,,15336992,,,,,
Laos,LAO,2015,127945,127945,127945,161532,124862,127945,124862,,137194
Latin America and the Caribbean (UN),,2015,,,,10435146,,,,,
Latvia,LVA,2015,19576,19576,19576,21779,19992,19576,19992,,19367
Least developed countries,,2015,,,,30526430,,,,,
Lebanon,LBN,2015,90318,93705,91447,123234,92576,95962,92576,,
Lesotho,LSO,2015,45882,45882,46987,58424,51409,45882,,,52515
Less developed regions,,2015,,,,127291192,,,,,
"Less developed regions, excluding China",,2015,,,,109030544,,,,,
"Less developed regions, excluding least developed countries",,2015,,,,96764768,,,,,
Liberia,LBR,2015,95698,95698,95698,152177,94226,95698,,,108949
Libya,LBY,2015,126715,126715,126715,142744,128021,126715,128021,121490,129328
Liechtenstein,LIE,2015,,,,347,,,,,
Lithuania,LTU,2015,29189,28878,28878,30912,29189,28878,29189,,30120
Low-income countries,,2015,,,,20659522,,,,,
Lower-middle-income countries,,2015,,,,66463280,,,,,
Luxembourg,LUX,2015,5982,6300,6300,6077,6300,6300,6300,5664,
Macao,MAC,2015,,,,6670,,,,,
Madagascar,MDG,2015,472404,472404,518121,820698,457165,472404,,411449,426688
Malawi,MWI,2015,509559,509559,509559,583612,503768,509559,,486397,521140
Malaysia,MYS,2015,517552,517552,517552,522591,486185,517552,486185,,517552
Maldives,MDV,2015,7454,7454,7454,7247,7454,7454,7454,,7454
Mali,MLI,2015,509754,509754,481036,773043,473856,509754,,251287,560012
Malta,MLT,2015,4105,4191,4191,4378,3846,4191,3846,,
Marshall Islands,MHL,2015,1064,1064,1064,1111,939,876,939,513,1239
Martinique,MTQ,2015,,,,4166,,,,,
Mauritania,MRT,2015,92948,92948,85308,143445,89128,92948,,71303,108227
Mauritius,MUS,2015,13308,13308,13446,13482,13583,13308,13583,9055,13446
Mayotte,MYT,2015,,,,9040,,,,,
Mexico,MEX,2015,1652470,1891644,1891644,2209002,2109074,1891644,2109074,1761185,2130817
Micronesia (country),FSM,2015,1835,1694,1671,2491,1741,1435,1741,1082,1788
Moldova,MDA,2015,41511,41040,41511,48983,41983,40568,41983,29247,45757
Monaco,MCO,2015,324,324,324,345,291,324,291,,
Mongolia,MNG,2015,72978,72978,72978,77278,72241,72978,72241,,72978
Montenegro,MNE,2015,6362,6905,6905,7742,4965,6905,4965,,6827
Montserrat,MSR,2015,,,,47,,,,,
More developed regions,,2015,,,,13668540,,,,,
Morocco,MAR,2015,687525,687525,687525,662148,687525,687525,687525,625023,687525
Mozambique,MOZ,2015,837523,837523,837523,1012402,828006,837523,,161794,894627
Myanmar,MMR,2015,798256,798256,798256,911024,753410,798256,753410,,843102
Namibia,NAM,2015,60250,60250,60250,71095,55666,60250,,56975,61560
Nauru,NRU,2015,321,321,321,333,346,321,346,,349
Nepal,NPL,2015,537676,537676,531768,597600,502225,537676,502225,,555402
Netherlands,NLD,2015,164125,165871,165871,175025,165871,167617,165871,,
New Caledonia,NCL,2015,,,,4484,,,,,
New Zealand,NZL,2015,54918,54918,54918,58920,55515,54918,55515,,
Nicaragua,NIC,2015,137416,137416,138818,135882,138818,137416,138818,138818,138818
Niger,NER,2015,703119,703119,694748,870141,711489,703119,,393412,786823
Nigeria,NGA,2015,2732444,2732444,2732444,6987021,2732444,2732444,,,3448084
Niue,NIU,2015,29,29,29,28,29,29,29,,29
North Korea,PRK,2015,314448,314448,324274,336887,320999,314448,,,317724
North Macedonia,MKD,2015,21596,21361,21596,23916,20892,20892,20892,,22066
Northern America (UN),,2015,,,,4357673,,,,,
Northern Mariana Islands,MNP,2015,,,,798,,,,,
Norway,NOR,2015,,57093,57093,59388,57093,57093,57093,,
Oceania (UN),,2015,,,,688207,,,,,
Oman,OMN,2015,79508,79508,79508,79223,79508,79508,79508,,79508
Pakistan,PAK,2015,4262045,4262045,4262045,6329747,4439630,4262045,,,5090776
Palau,PLW,2015,217,217,214,232,229,214,229,234,
Palestine,PSE,2015,136808,136808,136808,144149,136808,136808,136808,,136808
Panama,PAN,2015,57135,57135,56352,77678,72788,57135,72788,68092,77484
Papua New Guinea,PNG,2015,120278,113339,117965,239440,131843,120278,131843,,154974
Paraguay,PRY,2015,121589,121589,122911,136058,103086,121589,103086,120267,126876
Peru,PER,2015,521961,521961,510362,542970,533560,521961,533560,504563,527761
Philippines,PHL,2015,1745102,1721833,1838174,2370261,1861442,1721833,1861442,46536,1977782
Poland,POL,2015,358167,365629,343244,379920,358167,365629,358167,,350706
Portugal,PRT,2015,80911,80911,80911,83778,80911,80911,80911,,26420
Puerto Rico,PRI,2015,,,,28381,,,,,
Qatar,QAT,2015,25280,25280,25280,26023,25280,25280,25280,23492,24769
Reunion,REU,2015,,,,13318,,,,,
Romania,ROU,2015,177837,175861,175861,197383,169933,175861,169933,,193645
Russia,RUS,2015,1842553,1842553,1842553,1923772,1861548,,1861548,,1823557
Rwanda,RWA,2015,341018,341018,344498,360550,334059,341018,334059,341018,344498
Saint Barthelemy,BLM,2015,,,,83,,,,,
Saint Helena,SHN,2015,,,,60,,,,,
Saint Kitts and Nevis,KNA,2015,616,616,596,642,622,616,622,,622
Saint Lucia,LCA,2015,2110,2110,2110,2127,2067,2110,2067,,2110
Saint Martin (French part),MAF,2015,,,,658,,,,,
Saint Pierre and Miquelon,SPM,2015,,,,53,,,,,
Saint Vincent and the Grenadines,VCT,2015,1691,1691,1691,1683,1691,1691,1691,,1691
Samoa,WSM,2015,5004,4766,4646,5918,4468,5004,4468,,5123
San Marino,SMR,2015,270,273,273,292,270,266,270,,
Sao Tome and Principe,STP,2015,6243,6243,6243,6476,6048,6243,,,6308
Saudi Arabia,SAU,2015,631233,631233,624792,576435,631233,631233,631233,611909,631233
Senegal,SEN,2015,431944,431944,412530,489850,388264,431944,388264,402824,461064
Serbia,SRB,2015,66750,67460,67460,66054,61069,67460,61069,,69591
Seychelles,SYC,2015,1585,1585,1585,1667,1601,1585,1601,,1618
Sierra Leone,SLE,2015,196603,196603,196603,228351,178314,196603,,194317,205747
Singapore,SGP,2015,41274,41274,41274,47520,40844,41274,40844,,42564
Sint Maarten (Dutch part),SXM,2015,,,,457,,,,,
Slovakia,SVK,2015,53697,53697,53697,55812,53137,53697,53137,,
Slovenia,SVN,2015,,20434,20434,20883,20219,20434,20219,,
Small island developing states (SIDS),,2015,,,,1255743,,,,,
Solomon Islands,SLB,2015,16831,16831,16444,20038,14510,16831,14510,,15283
Somalia,SOM,2015,232987,232987,260723,603702,255176,232987,,,205250
South Africa,ZAF,2015,992085,992085,992085,1176887,1003757,992085,,992085,968742
South Korea,KOR,2015,428855,428855,428855,428026,428855,428855,428855,,424479
South Sudan,SSD,2015,124011,184016,208018,373517,212018,124011,,,220019
Spain,ESP,2015,415170,415170,415170,420646,410890,415170,410890,,
Sri Lanka,LKA,2015,345212,345212,345212,349308,345212,345212,345212,,345212
Sudan,SDN,2015,1172808,1172808,1172808,1352338,1097143,1172808,,1059311,1109754
Suriname,SUR,2015,7875,7875,8414,11180,8198,7875,8198,,
Sweden,SWE,2015,61949,114547,114547,115879,114547,114547,114547,,28052
Switzerland,CHE,2015,,81211,81211,84316,79519,80365,79519,,
Syria,SYR,2015,187272,187272,228380,420818,242083,187272,242083,,301462
Taiwan,TWN,2015,,,,200106,,,,,
Tajikistan,TJK,2015,239720,239720,239720,266455,242217,239720,242217,212252,244714
Tanzania,TZA,2015,1781755,1781755,1726075,1880815,1763195,1781755,1763195,1763195,1800315
Thailand,THA,2015,766155,766155,766155,753295,766155,,766155,,766155
Togo,TGO,2015,195003,195003,195003,252447,178356,195003,,185490,221161
Tokelau,TKL,2015,,,,31,,,,,
Tonga,TON,2015,2604,2604,2604,2703,2686,2604,2686,,2469
Trinidad and Tobago,TTO,2015,18019,19220,17618,18462,17819,18019,17819,,
Tunisia,TUN,2015,212762,212762,212762,218346,212762,212762,212762,,210591
Turkey,TUR,2015,1333594,1333594,1333594,1381909,1333594,1333594,1333594,,1319845
Turkmenistan,TKM,2015,141947,141947,141947,159805,141947,141947,141947,,141947
Turks and Caicos Islands,TCA,2015,,,,464,,,,,
Tuvalu,TUV,2015,235,235,235,249,230,235,230,,243
Uganda,UGA,2015,1233290,1233290,1177861,1404833,1094718,1233290,,,1316433
Ukraine,UKR,2015,108352,113277,251179,465014,275804,187153,275804,,192078
United Arab Emirates,ARE,2015,103141,103141,103141,95350,103141,103141,103141,90639,100016
United Kingdom,GBR,2015,,747230,747230,785460,731499,747230,731499,700037,
United States,USA,2015,3676459,3796343,3716420,3971807,3676459,3716420,3676459,2877229,
United States Virgin Islands,VIR,2015,,,,1303,,,,,
Upper-middle-income countries,,2015,,,,40117448,,,,,
Uruguay,URY,2015,44987,44987,44987,47566,45461,44987,45461,,46408
Uzbekistan,UZB,2015,672794,672794,672794,717571,672794,672794,672794,645610,672794
Vanuatu,VUT,2015,6894,6894,6894,8526,6550,6894,6550,,8187
